1932,0,,
1709,1.06,2.108,1934.16075
1600,1.1,2.044,1932.92672
1467,1.16,1.965,1931.395721
1313,1.25,1.874,1929.124725
1161,1.37,1.784,1926.110146
1035,1.5,1.71,1923.4647
782,1.93,1.56,1914.451736
600,2.5,1.453,1904.2128
437,3.45,1.356,1886.668141
